pub_doi,ds_doi,ds_short_name,ds_title,pub_title,pub_journal,pub_year,pub_keywords
10.1016/j.jaridenv.2021.104466,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Evapotranspiration estimates from an energy-water-balance model calibrated on satellite land surface temperature over the Heihe basin,,2021,
10.1016/j.jaridenv.2021.104466,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Evapotranspiration estimates from an energy-water-balance model calibrated on satellite land surface temperature over the Heihe basin,,2021,
10.1016/j.jaridenv.2021.104466,10.5067/MODIS/MOD13A2.006,MOD13A2,MODIS/Terra Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,Evapotranspiration estimates from an energy-water-balance model calibrated on satellite land surface temperature over the Heihe basin,,2021,
10.3390/SU12187293,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Evapotranspiration estimation based on remote sensing and the SEBAL model in the Bosten Lake Basin of China,,2020,
10.3390/SU12187293,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Evapotranspiration estimation based on remote sensing and the SEBAL model in the Bosten Lake Basin of China,,2020,
10.3390/SU12187293,10.5067/MODIS/MOD13A2.006,MOD13A2,MODIS/Terra Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,Evapotranspiration estimation based on remote sensing and the SEBAL model in the Bosten Lake Basin of China,,2020,
10.3390/rs12030380,10.5067/MODIS/MCD15A3H.006,MCD15A3H,MODIS/Terra+Aqua Leaf Area Index/FPAR 4-Day L4 Global 500m SIN Grid V006,Evapotranspiration estimation in the Sahel using a new ensemble-contextual method,,,
10.3390/rs12030380,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Evapotranspiration estimation in the Sahel using a new ensemble-contextual method,,,
10.3390/rs12030380,10.5067/MODIS/MOD13A2.006,MOD13A2,MODIS/Terra Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,Evapotranspiration estimation in the Sahel using a new ensemble-contextual method,,,
10.3390/rs12030380,10.5067/MODIS/MYD11A1.006,MYD11A1,MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Evapotranspiration estimation in the Sahel using a new ensemble-contextual method,,,
10.3390/rs12030380,10.5067/MODIS/MYD13A2.006,MYD13A2,MODIS/Aqua Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,Evapotranspiration estimation in the Sahel using a new ensemble-contextual method,,,
10.3390/atmos10050268,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Evapotranspiration estimation using surface energy balance system model—A case study in the Nagqu River basin,,2019,
10.3390/atmos10050268,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Evapotranspiration estimation using surface energy balance system model—A case study in the Nagqu River basin,,2019,
10.3390/atmos10050268,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Evapotranspiration estimation using surface energy balance system model—A case study in the Nagqu River basin,,2019,
10.5194/hess-25-2279-2021,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,"Evapotranspiration in the Amazon: Spatial patterns, seasonality, and recent trends in observations, reanalysis, and climate models",,2021,
10.5194/hess-25-2279-2021,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,"Evapotranspiration in the Amazon: Spatial patterns, seasonality, and recent trends in observations, reanalysis, and climate models",,2021,
10.3390/rs12030569,10.5067/ASTER/AST_L1T.003,AST_L1T,ASTER Level 1 precision terrain corrected registered at-sensor radiance V003,Evapotranspiration in the Tono reservoir catchment in upper east region of Ghana estimated by a novel TSEB approach from ASTER imagery,,2020,
10.3389/ffgc.2021.663327,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,Evapotranspiration intensification over unchanged temperate vegetation in the baltic countries is being driven by climate shifts,,2021,
10.3389/ffgc.2021.663327,10.5067/MODIS/MOD16A2GF.006,MOD16A2GF,MODIS/Terra Net Evapotranspiration Gap-Filled 8-Day L4 Global 500m SIN Grid V006,Evapotranspiration intensification over unchanged temperate vegetation in the baltic countries is being driven by climate shifts,,2021,
10.1002/jgrg.20082,10.3334/ORNLDAAC/368,,BOREAS TF-10 NSA-Fen Tower Flux and Meteorological Data,Evening methane emission pulses from a boreal wetland correspond to convective mixing in hollows,Journal of Geophysical Research,2013,
10.1002/jgrg.20082,10.3334/ORNLDAAC/375,,BOREAS TGB-01 CH4 Concentration and Flux Data from NSA Tower Sites,Evening methane emission pulses from a boreal wetland correspond to convective mixing in hollows,Journal of Geophysical Research,2013,
10.1002/jgrg.20082,10.3334/ORNLDAAC/378,,BOREAS TGB-01/TGB-03 CH4 Chamber Flux Data: NSA Fen,Evening methane emission pulses from a boreal wetland correspond to convective mixing in hollows,Journal of Geophysical Research,2013,
10.1016/j.scitotenv.2020.143774,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Event-driven dynamics of the total mobile inventory in undisturbed soil account for significant fluxes of particulate organic carbon,,2020,
10.1109/tgrs.2019.2945719,10.5067/MODIS/MOD13A1.006,MOD13A1,MODIS/Terra Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,EVI time-series breakpoint detection using convolutional networks for online deforestation monitoring in Chaco forest,,,
10.1109/tgrs.2019.2945719,10.5067/MODIS/MYD13A1.006,MYD13A1,MODIS/Aqua Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,EVI time-series breakpoint detection using convolutional networks for online deforestation monitoring in Chaco forest,,,
10.1016/s0031-0182(02)00514-x,10.3334/ORNLDAAC/199,,"Global River Discharge, 1807-1991, V[ersion]. 1.1 (RivDIS)","Evidence for Congo River freshwater load in Late Quaternary sediments of ODP Site 1077 (5degS, 10degE)",,2002,
10.5194/acp-20-6259-2020,10.5067/AURA/MLS/DATA2012,,MLS/Aura L2 Nitric Acid (HNO3) Mixing Ratio - Version 4,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/OMI/DATA2018,,OMI/Aura NO2 Total and Tropospheric Column Daily L2 Global 0.25 deg Lat/Lon Grid,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/OMI/DATA2025,,OMI/Aura Ozone (O3) Total Column Daily L2 Global 0.25 deg Lat/Lon Grid,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/OMI/DATA2012,,OMI/Aura DOAS Total Column Ozone 1-Orbit L2 Swath 13x24 km,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/MLS/DATA2021,,MLS/Aura L2 Temperature - Version 4,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/OMI/DATA2021,,OMI/Aura Zoom-in Ground Pixel Corners 1-Orbit L2 Swath 13x12km,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.5194/acp-20-6259-2020,10.5067/AURA/MLS/DATA2018,,MLS/Aura L2 Hydroxyl (OH) Mixing Ratio - Version 4,Evidence for energetic particle precipitation and quasi-biennial oscillation modulations of the Antarctic NO2 springtime stratospheric column from OMI observations,Atmospheric Chemistry and Physics,2020,
10.1016/j.atmosenv.2008.03.031,10.3334/ORNLDAAC/706,,"SAFARI 2000 AERONET Ground-based Aerosol Data, Dry Season 2000",Evidence for large-scale transport of biomass burning aerosols from sunphotometry at a remote South African site,,2008,
10.3176/earth.2018.11,10.15770/EUM_SAF_OSI_0006,,ASCAT L2 25 km Winds Data Record Release 1 - Meto,Evidence for low-level jets caused by coastal baroclinity at the Kurzeme shore of the Baltic Sea.,,2018,
10.3390/app10010248,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Evidence of hierarchy in the drainage basins size distribution of greece derived from ASTER GDEM-v2 data,,,
10.1016/j.landurbplan.2020.103989,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Evidence of urban heat island impacts on the vegetation growing season length in a tropical city,,2020,
10.1016/j.landurbplan.2020.103989,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Evidence of urban heat island impacts on the vegetation growing season length in a tropical city,,2020,
10.21046/2070-7401-2017-14-5-248-258,10.3334/ORNLDAAC/1402,,"CARVE: L2 Merged Atmospheric CO2, CO, O3 and CH4 Concentrations, Alaska, 2012-2015",Evidences of accelerating the increase in the concentration of methane in the atmosphere after 2014: satellite data for the Arctic,,2017,
10.1016/j.jmarsys.2015.05.003,10.5067/OSCAR-03D01,,OSCAR third degree resolution ocean surface currents,Evolution and sub-surface characteristics of a sea-surface temperature filament and front in the northeastern Arabian Sea during November–December 2012,Journal of Marine Systems,2015,
10.1029/2019JD032121,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Evolution of an atmospheric Kármán vortex street from high-resolution satellite winds—Guadalupe Island case study,Journal of Geophysical Research,2020,
10.1016/j.jenvman.2021.112713,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Evolution of N-balance with qualitative expert evaluation approach,,2021,
10.1016/j.atmosenv.2019.116916,10.3334/ORNLDAAC/1293,,"Global Fire Emissions Database, Version 4.1 (GFEDv4)",Evolution of sectoral emissions and contributions to mortality from particulate matter exposure in the Asia-Pacific region between 2010 and 2015,,2019,
10.1016/j.rse.2020.112271,10.5067/GEDI/GEDI02_B.001,GEDI02_B,GEDI L2B Canopy Cover and Vertical Profile Metrics Data Global Footprint Level V001,Evolution of the representation of global vegetation by vegetation continuous fields,,,
10.1016/j.rse.2020.112271,10.5067/MODIS/MOD09A1.006,MOD09A1,MODIS/Terra Surface Reflectance 8-Day L3 Global 500m SIN Grid V006,Evolution of the representation of global vegetation by vegetation continuous fields,,,
10.1016/j.rse.2020.112271,10.5067/MODIS/MOD09GA.NRT.006,MOD09GA,MODIS/Terra Near Real Time (NRT) Surface Reflectance Daily L2G Global 1km and 500m SIN Grid,Evolution of the representation of global vegetation by vegetation continuous fields,,,
10.1016/j.rse.2020.112271,10.5067/MODIS/MOD09GQ.NRT.006,MOD09GQ,MODIS/Terra Near Real Time (NRT) Surface Reflectance Daily L2G Global 250m SIN Grid,Evolution of the representation of global vegetation by vegetation continuous fields,,,
10.1016/j.rse.2020.112271,10.5067/MODIS/MOD44B.006,MOD44B,MODIS/Terra Vegetation Continuous Fields Yearly L3 Global 250m SIN Grid V006,Evolution of the representation of global vegetation by vegetation continuous fields,,,
10.1007/s00704-020-03435-6,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,Examination of seasonal water and carbon dynamics in eastern Amazonia—a comparison of Noah-MP and MODIS,,2020,
10.1007/s00704-020-03435-6,10.5067/MODIS/MOD17A2H.006,MOD17A2,MODIS/Terra Gross Primary Productivity 8-Day L4 Global 500m SIN Grid V006,Examination of seasonal water and carbon dynamics in eastern Amazonia—a comparison of Noah-MP and MODIS,,2020,
10.1155/2013/964323,10.3334/ORNLDAAC/662,,"Net Carbon Dioxide and Water Fluxes of Global Terrestrial Ecosystems, 1969-1998 ",Examination of the Quantitative Relationship between Vegetation Canopy Height and LAI,Advances in Meteorology,2013,
10.1080/15481603.2017.1354804,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Examining human heat stress with remote sensing technology,Giscience & Remote Sensing,2018,
10.1080/15481603.2017.1354804,10.5067/MODIS/MOD13A2.006,MOD13A2,MODIS/Terra Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,Examining human heat stress with remote sensing technology,Giscience & Remote Sensing,2018,
10.1038/s41598-019-38639-y,10.5067/MODIS/MCD15A3H.006,MCD15A3H,MODIS/Terra+Aqua Leaf Area Index/FPAR 4-Day L4 Global 500m SIN Grid V006,Examining interactions between and among predictors of net ecosystem exchange—A machine learning approach in a semi-arid landscape,Scientific Reports,2019,
10.7717/peerj.10747,10.5067/MODIS/MOD13A1.006,MOD13A1,MODIS/Terra Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,Examining long-term natural vegetation dynamics in the Aral Sea Basin applying the linear spectral mixture model,,2021,
10.5194/hess-21-923-2017,10.5067/TELND-NC005,,GRACE MONTHLY LAND WATER MASS GRIDS NETCDF RELEASE 5.0,Examining regional groundwater-surface water dynamics using an integrated hydrologic model of the San Joaquin River basin,Hydrology and Earth System Sciences,2016,
10.3390/rs13051044,10.5067/MODIS/MOD09A1.006,MOD09A1,MODIS/Terra Surface Reflectance 8-Day L3 Global 500m SIN Grid V006,Examining relationships between heat requirement of remotely sensed green‐up date and meteorological indicators in the hulun buir grassland,,2021,
10.3390/rs10040600,10.5067/MODIS/MYD11A2.006,MYD11A2,MODIS/Aqua Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Examining the effects of hydropower station construction on the surface temperature of the Jinsha River Dry-Hot valley at different seasons,Remote Sensing,2018,
10.1016/j.scitotenv.2014.05.010,10.7927/H4GH9FVG,,"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Urban Extents Grid",Examining the influence of urban definition when assessing relative safety of drinking-water in Nigeria,,,
10.5194/bg-17-4443-2020,10.5067/MODIS/MCD15A3H.006,MCD15A3H,MODIS/Terra+Aqua Leaf Area Index/FPAR 4-Day L4 Global 500m SIN Grid V006,"Examining the link between vegetation leaf area and land-atmosphere exchange of water, energy, and carbon fluxes using FLUXNET data",,2020,
10.1016/j.rse.2014.10.024,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Examining the utility of satellite-based wind sheltering estimates for lake hydrodynamic modeling,Remote Sensing of Environment,2015,
10.1016/j.scs.2017.12.004,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Examining urban thermal environment dynamics and relations to biophysical composition and configuration and socio-economic factors—A case study of the Shanghai metropolitan region,,,
10.1016/j.scs.2017.12.004,10.5067/MODIS/MYD11A2.006,MYD11A2,MODIS/Aqua Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Examining urban thermal environment dynamics and relations to biophysical composition and configuration and socio-economic factors—A case study of the Shanghai metropolitan region,,,
10.5194/acp-13-10081-2013,10.3334/ORNLDAAC/968,,"ISLSCP II MODIS (Collection 4) IGBP Land Cover, 2000-2001 ",Expansion of global drylands under a warming climate,,2013,
10.1038/s41477-019-0495-8,10.3334/ORNLDAAC/830,,"Global Maps of Atmospheric Nitrogen Deposition, 1860, 1993, and 2050 ",Expansion of high-latitude deciduous forests driven by interactions between climate warming and fire,Nature Plants,2019,
10.1029/2018JC014408,10.5067/GHOST-4FK01,,GHRSST Level 4 OSTIA Global Foundation Sea Surface Temperature Analysis,Expected Performances of the Copernicus Imaging Microwave Radiometer (CIMR) for an All‐Weather and High Spatial Resolution Estimation of Ocean and Sea Ice …,Journal of Geophysical Research: Oceans,2018,
10.5194/esd-5-345-2014,10.3334/ORNLDAAC/1198,,TransCom 3: Seasonal CO2 Flux Estimates from Atmospheric Inversions (Level 2),Explaining the seasonal cycle of the globally averaged CO&lt;sub&gt;2&lt;/sub&gt; with a carbon-cycle model,Earth System Dynamics Discussions,2014,
10.5194/esd-5-345-2014,10.3334/ORNLDAAC/811,,"FLUXNET Marconi Conference Gap-Filled Flux and Meteorology Data, 1992-2000 ",Explaining the seasonal cycle of the globally averaged CO&lt;sub&gt;2&lt;/sub&gt; with a carbon-cycle model,Earth System Dynamics Discussions,2014,
10.5194/amt-14-2857-2021,10.5067/AURA/OMI/DATA2017,,OMI/Aura Nitrogen Dioxide (NO2) Total and Tropospheric Column 1-orbit L2 Swath 13x24 km,Explicit and consistent aerosol correction for visible wavelength satellite cloud and nitrogen dioxide retrievals based on optical properties from a global aerosol analysis,Atmospheric Measurement Techniques,2021,
10.5194/amt-14-2857-2021,10.5067/AURA/OMI/DATA2032,,OMI/Aura Global Geometry-Dependent Surface LER 1-Orbit L2 Swath 13x24km V003,Explicit and consistent aerosol correction for visible wavelength satellite cloud and nitrogen dioxide retrievals based on optical properties from a global aerosol analysis,Atmospheric Measurement Techniques,2021,
10.5194/amt-14-2857-2021,10.5067/AURA/OMI/DATA1004,,OMI/Aura Level 1B VIS Global Geolocated Earth Shine Radiances 1-orbit L2 Swath 13x24 km V3,Explicit and consistent aerosol correction for visible wavelength satellite cloud and nitrogen dioxide retrievals based on optical properties from a global aerosol analysis,Atmospheric Measurement Techniques,2021,
10.1109/JSTARS.2021.3073149,10.5067/MODIS/MYD11A2.006,MYD11A2,MODIS/Aqua Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Exploiting hierarchical features for crop yield prediction based on 3-D convolutional neural networks and multikernel gaussian process,,,
10.1029/2018GL077193,10.5067/ELBDAPAKNGJ9,,"NLDAS VIC Land Surface Model L4 Hourly 0.125 x 0.125 degree, Version 002","Exploiting Soil Moisture, Precipitation, and Streamflow Observations to Evaluate Soil Moisture/Runoff Coupling in Land Surface Models",Geophysical Research Letters,2018,
10.1029/2018GL077193,10.5067/47Z13FNQODKV,,"NLDAS Noah Land Surface Model L4 Hourly 0.125 x 0.125 degree, Version 002","Exploiting Soil Moisture, Precipitation, and Streamflow Observations to Evaluate Soil Moisture/Runoff Coupling in Land Surface Models",Geophysical Research Letters,2018,
10.1029/2018GL077193,10.5067/EN4MBWTCENE5,,"NLDAS Mosaic Land Surface Model L4 Hourly 0.125 x 0.125 degree, Version 002","Exploiting Soil Moisture, Precipitation, and Streamflow Observations to Evaluate Soil Moisture/Runoff Coupling in Land Surface Models",Geophysical Research Letters,2018,
10.1029/2018GL077193,10.5067/6J5LHHOHZHN4,,"NLDAS Primary Forcing Data L4 Hourly 0.125 x 0.125 degree, Version 002","Exploiting Soil Moisture, Precipitation, and Streamflow Observations to Evaluate Soil Moisture/Runoff Coupling in Land Surface Models",Geophysical Research Letters,2018,
masters_theses/16/,10.5067/OSCAR-03D01,,OSCAR third degree resolution ocean surface currents,Exploration of Biophysical Interactions Associated with Mesoscale Variability in the Central Gulf of Mexico,,2014,
masters_theses/16/,10.5067/OSCAR-10D01,,OSCAR 1 degree ocean surface currents,Exploration of Biophysical Interactions Associated with Mesoscale Variability in the Central Gulf of Mexico,,2014,
10.1016/j.geothermics.2019.01.006,10.5067/ASTER/AST_05.003,AST_05,ASTER L2 Surface Emissivity V003,"Exploration of hydrothermal alteration and monitoring of thermal activity using multi-source satellite images—A case study of the recently active Kirishima volcano complex on Kyushu Island, Japan",Geothermics,2019,
10.1016/j.geothermics.2019.01.006,10.5067/ASTER/AST_08.003,AST_08,ASTER L2 Surface Temperature V003,"Exploration of hydrothermal alteration and monitoring of thermal activity using multi-source satellite images—A case study of the recently active Kirishima volcano complex on Kyushu Island, Japan",Geothermics,2019,
10.1016/j.geothermics.2019.01.006,10.5067/ASTER/AST_L1T.003,AST_L1T,ASTER Level 1 precision terrain corrected registered at-sensor radiance V003,"Exploration of hydrothermal alteration and monitoring of thermal activity using multi-source satellite images—A case study of the recently active Kirishima volcano complex on Kyushu Island, Japan",Geothermics,2019,
10.1109/tgrs.2019.2921392,10.5067/MODIS/MCD18A1.061,MCD18A1,MODIS/Terra+Aqua Surface Radiation Daily/3-Hour L3 Global 1km SIN Grid V061,Exploration of machine learning techniques in emulating a coupled soil canopy atmosphere radiative transfer model for multi-parameter estimation from satellite observations,,,
10.1109/tgrs.2019.2921392,10.5067/MODIS/MCD18A2.061,MCD18A2,MODIS/Terra+Aqua Photosynthetically Active Radiation Daily/3-Hour L3 Global 1km SIN Grid V061,Exploration of machine learning techniques in emulating a coupled soil canopy atmosphere radiative transfer model for multi-parameter estimation from satellite observations,,,
10.1109/tgrs.2019.2921392,10.5067/MODIS/MCD43A3.006,MCD43A3,MODIS/Terra+Aqua BRDF/Albedo Albedo Daily L3 Global - 500m V006,Exploration of machine learning techniques in emulating a coupled soil canopy atmosphere radiative transfer model for multi-parameter estimation from satellite observations,,,
10.1109/tgrs.2019.2921392,10.5067/MODIS/MOD09A1.006,MOD09A1,MODIS/Terra Surface Reflectance 8-Day L3 Global 500m SIN Grid V006,Exploration of machine learning techniques in emulating a coupled soil canopy atmosphere radiative transfer model for multi-parameter estimation from satellite observations,,,
10.1109/tgrs.2019.2921392,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Exploration of machine learning techniques in emulating a coupled soil canopy atmosphere radiative transfer model for multi-parameter estimation from satellite observations,,,
10.1016/j.rse.2017.01.001,10.5067/MODIS/MCD43A1.006,MCD43A1,MODIS/Terra+Aqua BRDF/Albedo Model Parameters Daily L3 Global - 500m V006,Exploration of scaling effects on coarse resolution land surface phenology,Remote Sensing of Environment,2017,
10.1016/j.rse.2017.01.001,10.5067/MODIS/MOD09GA.NRT.006,MOD09GA,MODIS/Terra Near Real Time (NRT) Surface Reflectance Daily L2G Global 1km and 500m SIN Grid,Exploration of scaling effects on coarse resolution land surface phenology,Remote Sensing of Environment,2017,
10.1016/j.rse.2017.01.001,10.5067/MODIS/MOD09GQ.NRT.006,MOD09GQ,MODIS/Terra Near Real Time (NRT) Surface Reflectance Daily L2G Global 250m SIN Grid,Exploration of scaling effects on coarse resolution land surface phenology,Remote Sensing of Environment,2017,
10.1007/s12517-021-06781-5,10.5067/ASTER/AST_L1B.003,AST_L1B,ASTER L1B Registered Radiance at the Sensor V003,"Exploration radioactive mineralization using mappable data integration approach: example from Wadi Dahab area, Southeastern Sinai, Egypt",,2021,
10.1007/s12517-021-06781-5,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,"Exploration radioactive mineralization using mappable data integration approach: example from Wadi Dahab area, Southeastern Sinai, Egypt",,2021,
10.1016/j.atmosenv.2020.117987,10.5067/MODIS/MCD19A1.006,MCD19A1,"MODIS/Terra+Aqua Land Surface BRF Daily L2G Global 500m, 1km and 10km SIN Grid V006",Exploratory analysis of carbonaceous PM2.5 species in urban environments—Relationship with meteorological variables and satellite data,,2020,
10.1016/j.atmosenv.2020.117987,10.5067/MODIS/MCD19A2.006,MCD19A2,MODIS/Terra+Aqua Land Aerosol Optical Thickness Daily L2G Global 1km SIN Grid V006,Exploratory analysis of carbonaceous PM2.5 species in urban environments—Relationship with meteorological variables and satellite data,,2020,
10.3390/rs13010010,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Exploratory analysis of driving force of wildfires in australia—An application of machine learning within google earth engine,,2020,
10.3390/agronomy11030555,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Exploring climate change effects on vegetation phenology by MOD13Q1 data: The piemonte region case study in the period 2001-2019,,2021,
10.1080/01431161.2020.1797216,10.5067/MODIS/MYD11A2.006,MYD11A2,MODIS/Aqua Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Exploring difference in land surface temperature between the city centres and urban expansion areas of China’s major cities,,2020,
10.1080/01431161.2020.1797216,10.5067/MODIS/MYD13Q1.006,MYD13Q1,MODIS/Aqua Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Exploring difference in land surface temperature between the city centres and urban expansion areas of China’s major cities,,2020,
10.1016/j.scitotenv.2020.144224,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Exploring diurnal cycles of surface urban heat island intensity in Boston with land surface temperature data derived from GOES-R geostationary satellites,,,
10.1016/j.scitotenv.2020.144224,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Exploring diurnal cycles of surface urban heat island intensity in Boston with land surface temperature data derived from GOES-R geostationary satellites,,,
10.1016/j.scitotenv.2020.144224,10.5067/MODIS/MYD11A1.006,MYD11A1,MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Exploring diurnal cycles of surface urban heat island intensity in Boston with land surface temperature data derived from GOES-R geostationary satellites,,,
10.1016/j.scitotenv.2020.144224,10.5067/MEASURES/SRTM/SRTMGL1.003,SRTMGL1,NASA Shuttle Radar Topography Mission Global 1 arc second V003,Exploring diurnal cycles of surface urban heat island intensity in Boston with land surface temperature data derived from GOES-R geostationary satellites,,,
10.1029/2019JD031685,10.3334/ORNLDAAC/1581,,"ATom: Merged Atmospheric Chemistry, Trace Gases, and Aerosols",Exploring Oxidation in the Remote Free Troposphere: Insights From Atmospheric Tomography (ATom),Journal of Geophysical Research,2020,
10.1007/s11356-021-13759-z,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Exploring potential of C band synthetic aperture radar imagery to investigate rice crop growth mechanism and productivity,,2021,
10.1080/10106049.2016.1195883,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,"Exploring relation of land surface temperature with selected variables using geographically weighted regression and ordinary least square methods in Manipur State, India",Geocarto International,2017,
10.1080/01431161.2018.1519642,10.3334/ORNLDAAC/1219,,"Daymet: Daily Surface Weather Data on a 1-km Grid for North America, Version 2","Exploring relationships of spring green-up to moisture and temperature across Wyoming, U.S.A",International Journal of Remote Sensing,2019,
10.3390/cli9030047,10.5067/MODIS/MCD12Q2.006,MCD12Q2,MODIS/Terra+Aqua Land Cover Dynamics Yearly L3 Global 500m SIN Grid V006,Exploring short-term climate change effects on rangelands and broad-leaved forests by free satellite data in Aosta Valley (Northwest Italy),,2021,
10.3390/cli9030047,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Exploring short-term climate change effects on rangelands and broad-leaved forests by free satellite data in Aosta Valley (Northwest Italy),,2021,
10.3390/cli9030047,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,Exploring short-term climate change effects on rangelands and broad-leaved forests by free satellite data in Aosta Valley (Northwest Italy),,2021,
