doi,location,geocode,latitude,longitude
10.1002/2017JD027025,Australia,Australia,-24.7761086,134.755
10.1175/JCLI-D-19-0416.1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs9101075,Singapore,Singapore,1.357107,103.8194992
10.3390/rs6098966,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3389/ffgc.2020.00020,Alberta,"Alberta, Canada",55.001251,-115.002136
10.1073/pnas.1802316115,United States,United States,39.7837304,-100.445882
10.3390/rs9040366,India,India,22.3511148,78.6677428
10.1016/j.rse.2016.02.026,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1002/2015WR018349,New England,"New England, United States",44.2057083,-70.75378387
10.1080/01431161.2019.1643936,China,中国,35.000074,104.999927
10.3390/rs70201777,Ocean,"Ocean, Allegany County, Maryland, 21542, United States",39.6025885,-78.9439135
10.1016/j.jag.2018.11.014,county,"County (Quincy) Maintenance Station, East Quincy, Plumas County, California, 95971, United States",39.93351495,-120.9057229
10.1029/2019JD032121,Guadalupe Island,"Guadalupe, San Remegio, Samal District, Samal, Davao del Norte, Davao Region, Philippines",6.8965495,125.7650135
10.1016/j.rse.2018.04.016,Landsat,"Ossiacher See, Ossiach, Bezirk Feldkirchen, Kärnten, 9570, Österreich",46.67188385,13.96527783
10.3390/rs10020218,Aksai Chin Lake,"阿克萨依赖湖, 和田县 / خوتەن ناھىيىسى, 和田地区, 新疆维吾尔自治区, 中国",35.20914605,79.85901503
10.1080/10106049.2019.1637468,China,中国,35.000074,104.999927
10.5194/essd-9-667-2017,Western Europe,"Europe, Cape Town Ward 40, City of Cape Town, Western Cape, 7490, South Africa",-33.9797952,18.5816802
10.1038/s41586-019-1306-0,Author(s,"Author, 171, Tartu mnt, Mõigu, Kesklinna linnaosa, Peetri alevik, Tallinn, Rae vald, Harju maakond, 10112, Eesti",59.4004129,24.8169048
10.1016/j.jhydrol.2015.02.049,Thompson River,"Thompson River, Transylvania County, North Carolina, United States",35.0678377,-82.989071
10.1002/grl.50957,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1371/journal.pone.0215134,the middle area,"Middle Picnic Area, Sutherland Shire Council, Sutherland Shire, New South Wales, Australia",-34.11210185,150.9350222
10.1007/s12665-013-2961-3,China,中国,35.000074,104.999927
10.1016/j.gsf.2016.03.004,Narmada,"Narmada, 391105, India",22.6694223,77.5687122
10.1175/1520-0442(2004)017<3947:LVIACA>2.0.CO;2,midwest,"Midwest, Natrona County, Wyoming, 82643, United States",43.411391,-106.280075
10.1016/j.rse.2017.06.021,Amazon River,"Rio Amazonas, Região Norte, 69640–000, Brasil",-2.8429261,-58.0778526
10.1016/j.rse.2015.11.005,Wuhan,"中百罗森, 沿江大道, 一元街道, 江岸区, 江汉区, 武汉市, 湖北省, 230060, 中国",30.5951051,114.2999353
10.5194/acp-18-6887-2018,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1007/978-94-007-6455-2_15,Africa,Africa,11.5024338,17.7578122
10.1007/s12524-019-00991-x,Shorea,"Shorea, Somerset 14, Lancaster New City Cavite, Pasong Camachile 1, General Trias, Cavite, Calabarzon, 4107, Philippines",14.3734297,120.9100285
10.1016/j.jhydrol.2016.11.006,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1007/s13201-019-1055-0,South Andaman Island,"South Andaman Island, Ferrargunj, South Andaman, Andaman and Nicobar Islands, India",11.8587963,92.69416953
10.1080/17538947.2018.1523955,East Rennell,"East Rennell Avenue, Jonestown, Lexington Park, Saint Mary's County, Maryland, 20653, United States",38.2624448,-76.4453604
10.3390/w9070532,South Korea,대한민국,36.638392,127.6961188
10.1016/j.rse.2005.11.002,USA,United States,39.7837304,-100.445882
10.1016/j.rse.2019.05.007,West China,"West China, Dublin, Erath County, Texas, 76446, United States",32.081076,-98.353763
10.3390/rs70912160,Central Brazil,"Central, Região Geográfica Imediata de Irecê, Região Geográfica Intermediária de Irecê, Bahia, Região Nordeste, 44940-000, Brasil",-11.1338739,-42.1095822
10.5194/bg-14-817-2017,Bunaken Island,"Island Resort, Public Habour, Bunaken, Sulawesi Utara, Indonesia",1.6143221,124.7699192
10.1080/17538947.2016.1170897,North America,North America,51.0000002,-109
10.1016/j.jag.2016.02.002,Terra,"Τέρρα, Πάφος, Νότια Κύπρος, 8728, Κύπρος - Kıbrıs",34.9656724,32.4248003
10.3390/rs8050370,Africa,Africa,11.5024338,17.7578122
10.1071/WF17085,Africa,Africa,11.5024338,17.7578122
10.1080/24694452.2018.1489215,Brazil,Brasil,-10.3333333,-53.2
10.1080/15230430.2019.1650542,Alaska,"Alaska, United States",64.4459613,-149.680909
10.1073/pnas.1803715115,Boston,"Boston, Suffolk County, Massachusetts, 02102, United States",42.3602534,-71.0582912
10.1007/978-3-030-22240-6_4,Ecuador,Ecuador,-1.3397668,-79.3666965
10.1080/16742834.2016.1233798,the Yangtze River,"The First Bend of Yangtze River, G353, 下海螺, 玉龙纳西族自治县, 丽江市, 云南省, 中国",26.8684743,99.9677172
10.1007/978-3-319-68394-2_26,El Nino,"El Niño, Mula, Río Mula, Región de Murcia, 30194, España",38.0463648,-1.5267412
10.1175/JCLI-D-18-0567.1,the Gulf of California,"Gulf, Kern County, California, United States",35.179412,-119.1600672
10.1080/01431161.2019.1697009,Kernel,"Kernel, Moréac, Pontivy, Morbihan, Bretagne, France métropolitaine, 56500, France",47.9402925,-2.7595298
10.1016/j.rse.2015.02.003,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1007/978-90-481-8641-9_10,Eastern Siberia,"Siberia, Matatiele Ward 17, Matatiele Local Municipality, Alfred Nzo District Municipality, Eastern Cape, South Africa",-30.4263889,28.745
10.1016/j.jhydrol.2013.08.042,South America,South America,-21.0002179,-61.0006565
10.1002/2016JC012276,the South China Sea,"South China Sea, Tuba, Benguet, Cordillera Administrative Region, 2603, Philippines",16.3818126,120.5656448
10.1016/j.jag.2019.05.014,Southern Africa,"Southern Africa, Centennial Drive, Oakland, Alameda County, California, 94720-1076, United States",37.87509175,-122.2375211
10.5194/acp-15-5903-2015,South Asia,"Asia, Maynard Alley South, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5968685,-122.3241476
10.1080/01431161.2019.1606958,Akaike,"赤池, 赤池中央通り（歩道）, 赤池一丁目, 日進市, 愛知県, 470-0126, 日本",35.1210867,137.0181745
10.1016/j.rse.2015.12.004,Iberian Peninsula,"Iberia, España",39.8952029,-4.498363047
10.1007/s12517-017-2837-z,Iran,ایران,32.6475314,54.5643516
10.1029/2006JD007281,Canada,Canada,61.0666922,-107.991707
10.1016/j.jvolgeores.2019.03.016,Mt. Raung,"Raung, Bondowoso, Jawa Timur, Indonesia",-8.1255672,114.0466651
10.1080/01431161.2015.1060644,igapo,"Igapó, Região Geográfica Imediata de Garanhuns, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, Brasil",-9.20909435,-36.46194029
10.1016/j.rse.2017.12.016,Africa,Africa,11.5024338,17.7578122
10.1080/01431160050021286,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1111/gec3.12312,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/2015JD023830,China,中国,35.000074,104.999927
10.1088/1755-1315/18/1/012114,Sulu Sea,Sulu Sea,9,120
10.1016/j.jag.2018.11.015,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1002/2016JD025328,Fennessy,"Fennessy, Tallmadge Township, Ottawa County, Michigan, 49534, United States",42.9508328,-85.7941769
10.1002/joc.5109,DM,Dominica,15.4113138,-61.3653618
10.1080/01431161.2011.577105,Kazakhstan,Қазақстан,47.2286086,65.2093197
10.1071/WF17008,North America,North America,51.0000002,-109
10.1080/01431161.2014.999167,Northeast China,"东北, 哈尔滨市, 黑龙江省, 中国",46.4097992,127.6152447
10.1111/csp2.87,Kenya,Kenya,1.4419683,38.4313975
10.1007/s00382-018-4418-6,the Asian summer,"Summer, Collegedale, Hamilton County, Tennessee, 37315, United States",35.0398369,-85.0643804
10.1016/j.jhydrol.2018.05.052,SWE,"Swe, Backbone Creek Crossing Road, Sweetwater, Travis County, Texas, 78738, United States",30.3278297,-98.0227167
10.1016/j.rse.2017.07.012,China,中国,35.000074,104.999927
10.1002/2016JD025285,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.3390/rs9010046,Rondonia,"Rondônia, Região Norte, Brasil",-10.943145,-62.8277863
10.1017/sus.2018.16,New Delhi,"New Delhi, Delhi, India",28.6138954,77.2090057
10.1002/2015JD024705,the Horn of Africa,"Horn Of Africa, Dolly Lane, Ebor Gardens, Burmantofts, Leeds, West Yorkshire, Yorkshire and the Humber, England, LS9 7AS, United Kingdom",53.8069525,-1.525835184
10.1016/j.gca.2012.08.006,Northeast Asia,"Asia, Northeast Chouteau Trafficway, Kansas City, Clay County, Missouri, 64117, United States",39.1739737,-94.5350751
10.1175/JHM-D-12-07.1,United States,United States,39.7837304,-100.445882
10.1016/j.oregeorev.2014.11.006,China,中国,35.000074,104.999927
10.3390/rs10010143,Central Valley,"Central Valley, San Joaquin County, California, 95201, United States",38,-121.4
10.1002/jqs.1303,West,"Western, West Kenya, Kenya",0.5090396,34.5731341
10.1029/2006JD007721,Australia,Australia,-24.7761086,134.755
10.3390/w9040278,South Korea,대한민국,36.638392,127.6961188
10.5334/jors.181,Python,"Python, Uitgang, Kaatsheuvel, Loon op Zand, Noord-Brabant, Nederland, 5171RS, Nederland",51.6468185,5.0535335
10.1080/10106049.2018.1533590,India,India,22.3511148,78.6677428
10.5194/bg-6-969-2009,US,United States,39.7837304,-100.445882
10.1016/j.rse.2019.111515,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.rse.2006.02.028,Norway,Norge,60.5000209,9.0999715
10.3390/rs8100829,Casablanca,"Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب",33.5950627,-7.6187768
10.1016/j.rse.2019.111216,Australia,Australia,-24.7761086,134.755
10.1038/s41586-019-1638-9,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/2017GB005658,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/jgrg.20053,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.jhydrol.2015.03.031,Pakistan,پاکستان,30.3308401,71.247499
10.1016/j.rse.2016.04.008,US,United States,39.7837304,-100.445882
10.3390/ijgi3020732,Central Mexico,"Mexico, Jose Abad Santos Avenue, Ligaya Village, San Antonio, Pampanga, Central Luzon, 20, Philippines",15.0643509,120.720544
10.5194/hess-20-1459-2016,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/joc.884,Manitoba,"Manitoba, Canada",55.001251,-97.001038
10.1016/j.rse.2019.111490,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.5194/acp-16-8375-2016,Canada,Canada,61.0666922,-107.991707
10.3390/geosciences8020076,Philippines,Philippines,12.7503486,122.7312101
10.1016/j.jag.2018.10.003,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1175/JHM-D-17-0200.1,United States,United States,39.7837304,-100.445882
10.1016/j.rse.2007.10.010,Europe,أوروبا,51,10
10.1016/j.rse.2006.08.009,Africa South,"Africa, Salitran 4, Salitran, South Meridian Homes, Cavite, Calabarzon, 4114, Philippines",14.3563247,120.9447828
10.1038/s41586-019-1720-3,California,"California, United States",36.7014631,-118.755997
10.3189/2015JoG14J094,Argentina,Argentina,-34.9964963,-64.9672817
10.1016/j.rse.2015.12.005,South America,South America,-21.0002179,-61.0006565
10.1371/journal.pone.0179848,pH,Philippines,12.7503486,122.7312101
10.1016/j.rse.2013.10.022,λE,"Leipzig, Sachsen, Deutschland",51.3406321,12.3747329
10.3390/rs10040600,Xiluodu,"永善县, 昭通市, 云南省, 中国",28.2387361,103.6346693
10.1016/s0034-4257(02)00046-9,Oregon,"Oregon, United States",43.9792797,-120.737257
10.1029/2018GL077993,Antarctic,Antarctica,-79.4063075,0.3149312
10.5194/bg-14-365-2017,US,United States,39.7837304,-100.445882
10.1111/1752-1688.12479,Baltimore,"Baltimore, Maryland, 21203, United States",39.2908816,-76.610759
10.3390/rs9111160,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1038/s41586-019-1071-0,Antarctic,Antarctica,-79.4063075,0.3149312
10.5194/bg-10-6893-2013,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2000JD900850,Canada,Canada,61.0666922,-107.991707
10.1016/j.rse.2018.02.062,Alps,"Alps, Italia",45.9081401,9.141582381
10.1038/s41612-018-0052-6,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.palaeo.2007.03.050,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1038/nature13731,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.rse.2019.111563,China,中国,35.000074,104.999927
10.1016/j.rsase.2018.03.002,Taiwan,臺灣,23.9739374,120.9820179
10.1117/12.2223465,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/ijgi4042519,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.rse.2017.12.024,China,中国,35.000074,104.999927
10.1007/s11629-013-2677-6,Himalayas,"Himalayas, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल",27.985688,86.9163367
10.1016/j.rse.2014.10.024,Wisconsin,"Wisconsin, United States",44.4308975,-89.6884637
10.1007/s13131-015-0594-y,South China Sea,South China Sea,15.0000001,114.9999999
10.1038/srep20880,Asia,Asia,51.2086975,89.2343748
10.5194/bg-11-2897-2014,France,France,46.603354,1.8883335
10.1021/es0300463,North America,North America,51.0000002,-109
10.1016/j.jag.2018.08.019,India,India,22.3511148,78.6677428
10.2151/jmsj.2012-A13,p.a.,"P.A. (Vignette + Wattines + Demeyere), Linselles, Lille, Nord, Hauts-de-France, France métropolitaine, 59126, France",50.7482025,3.086560366
10.1016/j.rse.2019.111377,China,中国,35.000074,104.999927
10.1175/JHM-D-17-0004.1,ET,ኢትዮጵያ,10.2116702,38.6521203
10.1007/s13131-015-0701-0,Shuidong,"水东镇, 宣州区, 宣城市, 安徽省, 中国",30.7894795,118.9556919
10.1002/2016JC012089,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.1016/j.rse.2011.01.001,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1007/s12665-013-2439-3,Jharkhand,"Jharkhand, India",23.6577621,85.16910512
10.1016/j.ejrh.2016.06.001,Northern Great Plains,"Great Northern Highway, Glentromie, Shire Of Victoria Plains, Western Australia, Australia",-30.8595013,116.256934
10.5194/hess-23-3269-2019,Mississippi River,"Mississippi River, 56345, United States",39.548248,-91.153628
10.1175/JCLI-D-12-00751.1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1186/s40462-014-0024-3,the North Atlantic,"Michael S. Dukakis South Station Transportation Center, 700, Atlantic Avenue, Leather District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",42.3518392,-71.05502541
10.1007/s12665-019-8046-1,Sandran,"Sandran, Dera Bassi Tahsil, Sahibzada Ajit Singh Nagar, Punjab, 140201, India",30.6174906,76.8946409
10.3390/w11050957,Han River,"한강, 김포시, 경기도, 대한민국",37.63963855,126.7368692
10.1061/(ASCE)HE.1943-5584.0000231,Africa,Africa,11.5024338,17.7578122
10.5194/tc-13-281-2019,Antarctic,Antarctica,-79.4063075,0.3149312
10.1016/j.epsl.2019.03.028,GrIS,Ελλάς,38.9953683,21.9877132
10.1016/j.rse.2018.06.047,United States,United States,39.7837304,-100.445882
10.1016/j.rse.2019.01.015,SMAP,"SMAP, 110, Rue des Genêts, Beausoleil, Les Chauveaux, Pons, Jonzac, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17800, France",45.5748055,-0.5639011786
10.1080/10106049.2014.978903,Upper Bhima,"Bhima Drive, Scone, Upper Hunter Shire Council, New South Wales, 2337, Australia",-32.0542983,150.8846521
10.1016/j.jseaes.2019.02.020,River Basin,"River Basin, East River, Chester District Municipality, Lunenburg County, Nova Scotia, Canada",44.585423,-64.16858091
10.1371/journal.pone.0169748,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/w10040425,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1080/01431161.2019.1674460,the Balearic Islands,"The Anchorage, Ses Illetes, Calvià, Serra de Tramuntana, Illes Balears, España",39.5345402,2.587341104
10.5194/bg-8-1643-2011,LPJ,"Lyoncross to Paisley St James Line, Middleton Road, Ferguslie Park, Paisley, Renfrewshire, Scotland, PA3 1PE, United Kingdom",55.8530468,-4.447741
10.1080/01431161.2016.1271477,California,"California, United States",36.7014631,-118.755997
10.3390/rs9060623,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.jag.2018.12.003,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1371/journal.pone.0151395,Mongolia,Монгол улс ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,46.8250388,103.8499736
10.1002/2016JG003701,Southeast Asia,"Asia, Riemannstraße, Zentrum-Südost, Mitte, Leipzig, Sachsen, Deutschland",51.3305381,12.3786243
10.1002/2017JC012992,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1016/j.rse.2007.03.031,Cab,"Cabinda, Angola",-5.056395,12.3211749
10.1016/j.rse.2013.10.014,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs10020188,Antarctica,Antarctica,-79.4063075,0.3149312
10.4995/raet.2015.3316,the Iberian Southeast,"Southeast Iberian Lane, Port St. Lucie, St. Lucie County, Florida, 34952, United States",27.3022875,-80.296253
10.1016/j.ejrh.2019.100609,Garonne basin,"Lac du Pigou, Fabrègues, Montpellier, Hérault, Occitanie, France métropolitaine, 34690, France",43.553512,3.774073107
10.5194/essd-11-1411-2019,Europe,أوروبا,51,10
10.1016/j.gloplacha.2008.01.008,Lake Chad,"Lac Tchad بحيرة تشاد, Hadjer-Lamis حجر لميس, Tchad تشاد",13.02085805,14.58018063
10.3390/rs11242902,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.3390/rs12010067,China,中国,35.000074,104.999927
10.1016/j.rse.2015.12.043,Colorado River Basin,"Oceans Behavioral Hospital Permian Basin, 3300, South FM 1788, West 1788 Industrial Park, Midland, Midland County, Texas, 79706, United States",31.92297415,-102.2223837
10.1002/2016GL068189,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs9020132,Burkina Faso,Burkina Faso,12.0753083,-1.6880314
10.1371/journal.pone.0180932,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.1007/s11069-014-1468-x,Thor,"Thor, Humboldt County, Iowa, United States",42.6892065,-94.0505308
10.1016/j.geoderma.2014.04.023,North America's,"North America, Joan Sanderson Memorial Bridge, Slimbridge, Stroud, Gloucestershire, South West England, England, GL2 7BT, United Kingdom",51.73995875,-2.408447396
10.3390/w8090415,Gulf,"Gulf County, Florida, United States",29.9665252,-85.2175889
10.3390/rs8100788,Prague,"Hlavní město Praha, Praha, Česko",50.0874654,14.4212535
10.1007/s12665-011-0990-3,Central America,"Central America, Creek Walk, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia",-30.29284845,153.1256159
10.2112/JCOASTRES-D-12-00237.1,Klemas,"Kleinemas, Gütersloher Straße, Verl, Kreis Gütersloh, Nordrhein-Westfalen, 33415, Deutschland",51.881584,8.5051264
10.1080/01431161.2017.1392641,Central America,"Central America, Creek Walk, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia",-30.29284845,153.1256159
10.1016/j.apgeog.2016.02.007,the Nile River,"The Nile Voyageurs 1884-85, Ottawa River Pathway, Westboro Beach, Westboro, Kitchissippi, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1Z 1A6, Canada",45.396394,-75.7621161
10.1002/joc.4902,Australia,Australia,-24.7761086,134.755
10.5194/os-14-1069-2018,Sardinia,"Sardegna, Italia",40.0912813,9.0305773
10.1016/j.apgeochem.2014.07.017,Europe,أوروبا,51,10
10.1038/s41598-019-55186-8,post-monsoon,"Monsoon Place Northwest, Albuquerque, Bernalillo County, New Mexico, 87120-1367, United States",35.1072108,-106.7403501
10.1371/journal.pone.0172705,the Southern Ocean,"ocean, Παπαβασιλείου, Νάξος, Δήμος Νάξου και Μικρών Κυκλάδων, Περιφερειακή Ενότητα Νάξου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84300, Ελλάς",37.1034349,25.3748431
10.1002/joc.5832,Antarctic Peninsula,Antarctic Peninsula,-65.1,-62.5
10.1088/2515-7620/ab121d,India,India,22.3511148,78.6677428
10.1016/j.csr.2015.07.006,New Jersey,"New Jersey, United States",40.0757384,-74.4041622
10.3390/w10040429,Iriri River,"Assif Iriri ⴰⵙⵉⴼ ⵏ ⵉⵔⵉⵔⵉ واد إريري, Pachalik d'Ouarzazate, Province de Ouarzazate ⵜⴰⵙⴳⴰ ⵏ ⵡⴰⵔⵣⴰⵣⴰⵜ إقليم ورززات, Drâa-Tafilalet ⴷⴰⵔⵄⴰ-ⵜⴰⴼⵉⵍⴰⵍⵜ درعة تافيلالت, 45010, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب",30.9244065,-6.9764726
10.3390/geosciences9090380,the Red Sea,"La Mer Rouge البحر الأحمر, Rue Nelson Mandela شارع نيلسون مانديلا, Lotissement de l'Aérogare حي المحطة المطار, Quartier 7 bis / حارة 7 أ, Balbala بلبالا, Djibouti جيبوتي, حي 7, Djibouti جيبوتي",11.5577494,43.1404894
10.5194/bg-7-1625-2010,North America,North America,51.0000002,-109
10.1007/s00382-013-1670-7,California,"California, United States",36.7014631,-118.755997
10.1002/2015GB005247,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1002/joc.4728,the Amazon Basin,"The Amazon Basin, Anzac Highway, Glenelg East, Adelaide, City of Holdfast Bay, South Australia, 5045, Australia",-34.9766094,138.5202686
10.2478/hppj-2020-0001,Kazakhstan,Қазақстан,47.2286086,65.2093197
10.3390/rs70101154,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1016/j.enggeo.2017.01.003,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1016/j.jag.2014.10.009,South America,South America,-21.0002179,-61.0006565
10.1016/j.rse.2017.04.032,GrIS,Ελλάς,38.9953683,21.9877132
10.1002/2015JC011299,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.1002/2017WR020455,Shenandoah National Park,"Shenandoah National Park, Warren County, Virginia, United States",38.47196675,-78.46369728
10.1038/nature25761,Africa,Africa,11.5024338,17.7578122
10.1016/j.jag.2019.01.015,Brazil,Brasil,-10.3333333,-53.2
10.1029/2007JD009541,Europe,أوروبا,51,10
10.5194/tc-12-81-2018,Corona,"Corona, Riverside County, California, United States",33.8752945,-117.5664449
10.1016/j.rse.2019.111303,C-,"Centre-Val de Loire, France métropolitaine, France",47.5490251,1.7324062
10.1002/gdj3.49,Alaska,"Alaska, United States",64.4459613,-149.680909
10.1109/PIERS-Fall48861.2019.9021558,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.geoderma.2019.01.005,Central Iran,"خیابان ایران, دورود, دهستان دورود, بخش مرکزی, شهرستان دورود, استان لرستان, 6881699999, ایران",33.5010999,49.0551625
10.3390/rs9040313,the Pampanga River,"Office of the Senior Citizen Affairs, Pampanga River Control, Pasig, Lanang, Candaba, Pampanga, Central Luzon, 2013, Philippines",15.1040668,120.8175637
10.1371/journal.pone.0023777,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1038/s41598-018-37911-x,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1016/j.rse.2014.07.009,the Pacific Northwest,"Pacific Northwest College of Art - Schnitzer Center, 511, Northwest Broadway, Pearl District, Portland, Multnomah County, Oregon, 97209, United States",45.5270896,-122.678128
10.1080/10106049.2018.1489421,Central America,"Central America, Creek Walk, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia",-30.29284845,153.1256159
10.1016/j.jhydrol.2019.02.039,Poyang Lake,"鄱阳湖, 南昌县, 南昌市, 江西省, 中国",29.18591985,116.2046216
10.1029/96WR00269,EF,"Bezirk Eferding, Oberösterreich, Österreich",48.34453785,13.9644258
10.1016/j.rse.2014.09.026,United States,United States,39.7837304,-100.445882
10.1007/s11442-019-1992-0,High Asia,"Asian Civilisations Museum, 1, Empress Place, Raffles Place, Singapore, Central, 179555, Singapore",1.28744635,103.8514862
10.5194/hessd-11-2277-2014,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1016/j.rse.2018.10.028,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1029/2001GB001467,USCM,"Международный аэропорт Магнитогорск, улица Аэропорт, Таштимеровский сельсовет, Абзелиловский район, Башкортостан, Приволжский федеральный округ, 455033, Россия",53.3938987,58.75770709
10.5194/acp-15-11773-2015,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1038/ngeo2545,Nile,"Nile, Chhaikampar, Chum Nubri, गोरखा, Gandaki Pradesh, नेपाल",28.5436936,85.1055343
10.1175/EI-D-16-0015.1,New England,"New England, United States",44.2057083,-70.75378387
10.1016/j.jag.2015.01.013,Australia,Australia,-24.7761086,134.755
